id,city,type,squareMeters,Size of Apartment,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
0b0fc63731e73f200a49479eaa44f689,lodz,apartmentBuilding,25,Small,1,1,3,2023,51.7786,19.493,2.65,10,0.172,1.545,0.938,0.351,0.077,0.467,0.225,condominium,brick,,yes,yes,no,no,no,1499
caae555d506dfe9d973a69ae03d09c57,lodz,apartmentBuilding,25,Small,1,1,3,2023,51.7786,19.493,2.65,10,0.172,1.545,0.938,0.351,0.077,0.467,0.225,condominium,brick,,yes,yes,no,no,no,1499
805d9d538062a36ca8c38694f41749b4,lodz,apartmentBuilding,25,Small,1,1,3,2023,51.7786,19.493,2.65,10,0.172,1.545,0.938,0.351,0.077,0.467,0.225,condominium,brick,,yes,yes,no,no,no,1499
2dbaba685e2955b22ee30c8f5a5c8817,warszawa,apartmentBuilding,25,Small,1,6,29,2023,52.22748,20.95631,3.25,12,0.167,0.168,0.624,0.095,0.141,0.743,0.127,condominium,brick,,no,no,yes,no,no,2700
10e8e58d9b4e87de1196d399973c0417,warszawa,blockOfFlats,25,Small,1,2,5,2023,52.2888127,21.01927556,6.44,9,0.426,0.633,0.229,0.374,0.225,2.339,0.228,condominium,,premium,yes,yes,yes,no,no,2500
c4e29c7138b8ca354cf2f88907a32ed1,krakow,blockOfFlats,25,Small,1,3,5,2022,50.0452,19.99442,4.15,3,0.197,0.764,0.411,0.394,0.518,1.169,0.659,condominium,,,no,yes,yes,no,no,2000
19d73d7b3431bf9906573267c3bb32ea,krakow,blockOfFlats,25,Small,1,3,5,2022,50.04524,19.99663,4.3,7,0.349,0.885,0.253,0.395,0.499,1.075,0.588,condominium,,,no,yes,yes,no,no,2000
c96251f9a07cb6648144172975d6a412,krakow,apartmentBuilding,25,Small,1,10,10,2022,50.0994,19.9644,5.24,10,0.062,0.948,0.423,0.049,0.283,2.831,0.019,condominium,brick,,no,yes,yes,no,no,1799
61e9bfe223b3f31f6b278b9566cf8585,krakow,,25,Small,1,1,2,2022,50.06554,19.84381,6.85,1,0.964,3.387,1.774,2.482,0.312,3.728,2.18,condominium,,,yes,yes,no,yes,no,2300
1f7affe14cbee13f71326eaaf28a8a1b,krakow,blockOfFlats,25,Small,1,3,5,2022,50.0452,19.99442,4.15,3,0.197,0.764,0.411,0.394,0.518,1.169,0.659,condominium,,,no,yes,yes,no,no,2000
be986031fbd2b211bd0f746552da49fd,gdansk,blockOfFlats,25,Small,1,4,4,2022,54.3918,18.6068,5.64,21,0.381,0.629,0.146,0.244,0.134,1.439,0.198,condominium,,,no,no,yes,no,no,2477
804020ca1176e47e7d31ee4e8ea70ae4,gdansk,blockOfFlats,25,Small,1,3,4,2022,54.3918,18.6068,5.64,21,0.381,0.629,0.146,0.244,0.134,1.439,0.198,condominium,,,no,no,yes,no,no,2422
992d88fc0d5b0f35487a412ed3b3cf39,gdansk,blockOfFlats,25,Small,1,1,4,2022,54.3918,18.6068,5.64,21,0.381,0.629,0.146,0.244,0.134,1.439,0.198,condominium,,,no,no,yes,no,no,2348
396a900efa8416bb6c541975fffd81e0,gdansk,blockOfFlats,25,Small,1,4,4,2022,54.3918,18.6068,5.64,21,0.381,0.629,0.146,0.244,0.134,1.439,0.198,condominium,,,no,no,yes,no,no,2477
571540c7c362d8a20458cf3f62137157,lodz,apartmentBuilding,25,Small,2,,,2021,51.7355,19.4497,5.13,18,0.193,1.602,0.208,0.197,0.294,0.214,0.221,condominium,brick,,no,yes,no,yes,no,1600
ec925c75caeb7a9034d1498246cdbae7,warszawa,,25,Small,1,3,5,2021,52.24863,21.04714,3.51,15,0.079,0.812,0.2,0.594,0.228,0.31,0.338,condominium,,,no,no,yes,no,no,2400
491c4c3ac8e3ab6a04d6daafdfacb77e,bydgoszcz,apartmentBuilding,25,Small,1,2,5,2021,53.11562,17.98282,1.39,6,0.293,0.538,0.673,0.305,0.334,0.903,0.288,condominium,brick,,no,no,yes,no,no,1500
1caaac0fa8b060a6808568bd4b9b9997,krakow,apartmentBuilding,25,Small,2,1,3,2020,50.0971,19.9002,5.39,2,1.154,0.804,1.183,0.451,0.386,2.6,0.505,condominium,brick,,no,yes,yes,yes,no,2170
c22c57f9ca1ccf82784a077da0790c8f,szczecin,apartmentBuilding,25,Small,1,,,2019,53.406153,14.5364872,2.51,2,0.405,0.507,0.548,0.738,0.529,1.555,0.499,condominium,brick,premium,no,no,yes,no,no,1900
b15a33599555baff5a9120e89a5a2991,wroclaw,apartmentBuilding,25,Small,1,6,8,2019,51.1132,17.0072,1.6,33,0.16,0.286,0.339,0.264,0.339,0.165,0.153,condominium,brick,,no,yes,yes,no,no,2300
38bf98a3598927d9a6d21156a119b151,wroclaw,blockOfFlats,25,Small,1,9,9,2019,51.10423506,17.05125453,1.66,23,0.296,0.495,0.661,0.111,0.242,0.395,0.3,condominium,,,no,no,yes,no,no,2600
72fec238b2e2afb000f534ec2f025016,warszawa,apartmentBuilding,25,Small,1,1,6,2019,52.2477495,20.9940665,1.9,54,0.193,0.426,0.427,0.146,0.21,0.208,0.241,condominium,brick,,no,no,yes,no,no,3900
60991c3f4abf0f2fa97b596c01de0140,krakow,blockOfFlats,25,Small,1,6,6,2018,50.077711,20.02255958,6.5,21,0.18,1.674,0.399,0.274,0.377,0.813,0.197,condominium,,premium,yes,yes,yes,no,no,2100
6da6dd807d21d6fe79c073072b991fb7,warszawa,,25,Small,1,6,8,2018,52.3044224,20.9906199,8.13,10,0.665,1.518,0.133,0.225,0.156,2.322,0.218,condominium,,,no,no,yes,no,no,2500
a363da26ada25168df2518de65ee95fc,warszawa,apartmentBuilding,25,Small,1,1,8,2016,52.24441,20.90581,6.8,9,0.969,0.598,0.89,0.234,0.494,2.354,0.465,condominium,brick,,no,yes,yes,yes,no,2700
696f774a242db5b0abc57de55cece032,poznan,blockOfFlats,25,Small,1,,3,2011,52.3805,16.8796,4.87,0,0.542,1.499,0.896,0.712,0.654,1.976,0.679,condominium,brick,,no,no,no,no,no,1700
95b84b8037535c712efde3131c37053f,warszawa,apartmentBuilding,25,Small,1,11,11,2010,52.2012,20.9671,4.2,15,0.164,0.674,0.74,0.212,0.048,1.514,0.161,condominium,brick,,no,no,yes,no,no,2350
196f28a7880c09b288d6381dc39d5b17,warszawa,blockOfFlats,25,Small,2,6,6,2008,52.26067,21.05289,4.65,18,0.333,0.432,0.513,0.253,0.542,0.461,0.122,condominium,,,no,yes,yes,no,no,2599
5f8ea052d322624dc5abdb80c8efea2e,poznan,,25,Small,1,2,6,2006,52.392168,16.98464,3.76,10,0.254,0.834,0.171,0.243,0.061,2.578,0.057,condominium,,,no,yes,no,no,no,2000
d85b4fdc40d9dd94007f9408864991cb,krakow,blockOfFlats,25,Small,1,,4,2005,50.0895346,19.9243164,3.94,20,0.073,0.658,0.089,0.043,0.28,0.775,0.201,condominium,,,no,no,yes,no,yes,2000
3191e29f1b225bb792a69637a7a4887b,wroclaw,blockOfFlats,25,Small,1,6,6,2005,51.0899,17.0453,2.55,10,0.31,1.125,0.417,0.245,0.03,0.586,0.408,condominium,,,no,no,yes,yes,no,1900
83d49b8893ab70dff59d6912542a99cc,warszawa,blockOfFlats,25,Small,1,1,4,2000,52.318362,20.9512289,10.27,12,0.429,0.343,0.291,0.285,0.281,0.517,0.014,condominium,,premium,yes,no,yes,no,no,2500
35cb934da644d8a6cd85993ca8b970da,wroclaw,apartmentBuilding,25.09,Small,1,,12,2022,51.1152502,16.9935578,2.58,9,0.509,0.696,0.547,0.368,0.401,0.322,0.519,condominium,brick,,no,yes,yes,no,no,2500
bd9797c704c881109c1ba0f8c6e0d28d,krakow,apartmentBuilding,25.21,Small,1,3,3,2020,50.0646501,19.9449799,1.14,94,0.217,0.403,0.102,0.623,0.042,0.484,0.055,condominium,brick,,no,yes,yes,no,no,2000
b60414ea6e4f63412d2fa1d6af6a35e9,wroclaw,,25.23,Small,1,2,5,2023,51.129322,17.046776,2.39,13,0.5,0.901,0.374,0.155,0.244,1.198,0.248,condominium,,,no,yes,yes,no,no,2200
24908979e9d79b299f9b46983be4486b,wroclaw,apartmentBuilding,25.5,Small,1,,6,2021,51.0813,17.0373,3.31,8,0.433,0.837,0.217,0.291,0.279,1.069,0.233,condominium,brick,,no,yes,yes,no,no,2300
2108506467dc122957f4cdd94c4e9211,poznan,,25.54,Small,1,4,4,2017,52.3897686,16.9128902,2.54,13,0.233,0.054,0.368,0.299,0.408,0.561,0.234,condominium,,,no,no,,no,no,1950
2194ea06e35e40ebafe040431f445a84,warszawa,blockOfFlats,25.7,Small,1,,3,2016,52.310791,20.9740692,9.02,3,0.147,1.236,0.737,0.464,0.131,1.477,0.808,condominium,,premium,no,no,yes,no,no,2500
cba72ae86c719e398f5403c6f5fdf60a,lodz,apartmentBuilding,25.8,Small,1,2,7,2023,51.75924717,19.47041162,2.7,7,0.285,0.595,0.861,0.318,0.247,0.597,0.401,condominium,brick,premium,no,yes,yes,yes,no,1800
c56c614ad4499e35e5b20bbf8f47c89a,szczecin,blockOfFlats,25.8,Small,1,4,4,2021,53.4338486,14.54449223,1.59,77,0.308,0.364,0.275,0.272,0.093,0.324,0.259,condominium,brick,premium,no,no,,no,no,2000
9f54696faaa6b959b2c0772fff626224,lodz,apartmentBuilding,25.97,Small,1,1,6,2018,51.7758,19.4752,1.54,27,0.076,0.298,0.437,0.198,0.329,0.106,0.2,condominium,brick,,yes,no,yes,no,no,1500
fb9746a2a3d8424b934c0e322dbc0975,krakow,blockOfFlats,26,Small,1,1,4,2024,50.0119,19.8878,6.03,4,0.54,0.989,0.922,0.323,0.34,4.171,0.086,condominium,,,no,yes,yes,no,no,2000
e72e6de3847a6c8e92fff39a36eef5bc,wroclaw,blockOfFlats,26,Small,1,,,2023,51.0699608,16.9950241,5.14,15,0.31,0.629,0.718,0.24,0.251,2.039,0.295,condominium,,,no,no,yes,no,no,2400
a2977cb5262df1509f6bb5ed5d19c988,krakow,,26,Small,1,2,2,2022,50.0182916,19.9869255,5.38,21,0.392,1.226,0.315,0.31,0.067,2.452,0.094,condominium,,,yes,yes,no,no,yes,1890
154c59eed372fa2e2e058606a5d2cefa,krakow,blockOfFlats,26,Small,1,5,6,2022,50.0343171,19.9997382,4.96,3,0.203,1.13,0.419,0.881,0.334,0.517,0.668,condominium,,premium,yes,yes,yes,no,no,2000
03d302a8b32b5c77da62afcdea626976,krakow,blockOfFlats,26,Small,1,2,4,2022,50.0619372,19.9282847,1.03,79,0.055,0.332,0.451,0.3,0.053,0.426,0.062,condominium,,premium,no,no,yes,no,no,2800
7dd7b9474cae7e3d7858a6b81e8e9c28,wroclaw,apartmentBuilding,26,Small,1,3,3,2022,51.15108,17.12704,8.14,2,0.601,0.29,0.758,0.572,0.673,0.683,0.292,condominium,brick,,no,no,no,no,no,1900
ba649b89d16803898a17c403e4011120,lodz,apartmentBuilding,26,Small,2,9,9,2022,51.76106184,19.49236899,3.44,8,0.154,0.425,0.187,0.309,0.107,1.222,0.41,condominium,brick,,yes,yes,yes,yes,no,1900
484387fed7dc5b77ce7a241461d25ed7,warszawa,apartmentBuilding,26,Small,1,2,6,2022,52.24845,21.04659,3.47,14,0.121,0.823,0.225,0.615,0.245,0.305,0.314,condominium,brick,,no,no,yes,no,no,2700
68b61161d6c318dc09e1de9d746bcb61,warszawa,apartmentBuilding,26,Small,1,4,8,2022,52.18445275,21.01356895,5.3,15,0.315,0.628,0.466,0.315,0.158,1.109,0.137,condominium,brick,premium,yes,yes,yes,no,no,2800
b00bffb74eac3fb40b7f67eb3f49713d,warszawa,blockOfFlats,26,Small,1,1,7,2022,52.23824,20.98391,1.52,64,0.2,0.419,0.422,0.145,0.099,0.822,0.286,condominium,,,no,yes,yes,yes,no,3250
9af730d97cf0dd19f96a1caa44d00f1d,gdansk,blockOfFlats,26,Small,1,1,3,2021,54.3755945,18.6248402,3.49,10,0.161,0.583,0.419,0.282,0.251,0.148,0.808,condominium,,,no,yes,no,no,no,2400
483e0a6b3e09f469dd58b409863b58ab,gdansk,,26,Small,1,2,5,2019,54.3754013,18.6091245,4.12,33,0.363,0.363,0.456,0.296,0.261,0.407,0.188,condominium,,,yes,yes,yes,no,yes,2800
737731bf4257041cf316ba454ccc840f,warszawa,apartmentBuilding,26,Small,1,8,12,2019,52.2571642,20.9802649,3.24,28,0.408,0.213,0.279,0.315,0.059,0.656,0.406,condominium,brick,,yes,yes,yes,no,no,2900
8006011c4ab67bca08fd4c3275ada7b3,warszawa,apartmentBuilding,26,Small,1,1,6,2018,52.2246673,20.9483839,3.84,31,0.541,0.074,,0.039,0.054,0.256,0.129,condominium,brick,premium,no,no,yes,no,no,2200
90e782b80aa2aac4762a530f7ebd5e42,krakow,,26,Small,1,1,7,2015,50.07664209,19.92868423,2.47,25,0.38,0.303,0.39,0.283,0.083,0.563,0.176,condominium,,,no,yes,no,no,no,2200
8dbabc73d0e2ac673cb6141b5d8ec089,krakow,blockOfFlats,26,Small,1,2,2,2012,50.0848,19.8794,5.34,9,0.2,0.195,0.597,0.152,0.429,1.72,0.4,condominium,brick,,no,yes,no,yes,no,2000
52ad30a56f7c8d9ee4b1630dc1ab8bc2,warszawa,blockOfFlats,26.01,Small,1,4,6,2015,52.2446,20.9668,2.88,16,0.241,0.6,0.625,0.267,0.217,1.027,0.07,condominium,brick,premium,no,yes,yes,no,no,2800
428a8aeef902550e65ff96da6dd31026,katowice,blockOfFlats,26.21,Small,1,3,10,2014,50.2715187,19.0013561,1.88,20,0.373,0.3,0.087,0.292,0.142,1.201,0.244,condominium,,,no,no,yes,yes,no,1500
7390677dfd1983f6f281466f8d3bebea,wroclaw,apartmentBuilding,26.23,Small,1,3,3,2017,51.1363005,16.9253641,7.82,4,1.662,1.425,1.778,0.098,0.189,1.93,1.617,condominium,brick,premium,yes,yes,no,no,no,2200
7e90c878e9632d209895738ee4db5cd6,wroclaw,apartmentBuilding,26.29,Small,1,,7,2023,51.0642897,16.9936163,5.75,11,0.026,0.876,1.236,0.045,0.353,2.638,0.214,condominium,brick,,no,no,yes,no,no,2600
f006e09f38510620b180be6847d1ac9f,wroclaw,,26.5,Small,1,1,6,2022,51.0619579,16.99126121,6.05,6,0.305,1.166,1.112,0.337,0.439,2.943,0.518,condominium,,,no,no,yes,no,no,2500
dc358a83fe13968ed05582d5601253da,warszawa,apartmentBuilding,26.5,Small,1,,6,2021,52.2588126,20.9855135,3.25,22,0.262,0.362,0.157,0.566,0.251,0.289,0.218,condominium,brick,,no,no,yes,yes,no,3100
532f32f374362c8a6024f58264ddff3e,szczecin,blockOfFlats,26.64,Small,1,,2,2016,53.4014513,14.5071442,4.32,1,1.083,1.672,0.721,0.921,0.388,2.609,0.538,condominium,,premium,yes,no,yes,no,yes,1800
5d3c535ac9eb81183ae3edd804a026f1,gdansk,blockOfFlats,26.84,Small,1,2,2,2022,54.396288,18.6434996,5.27,12,0.286,0.117,1.41,0.146,0.082,2.49,0.065,condominium,,premium,yes,yes,yes,no,no,2300
dc6e21f9f2e18216d26b09f2d6a7dd66,krakow,apartmentBuilding,26.98,Small,1,3,6,2023,50.05850245,19.92691991,0.9,30,0.162,0.103,0.153,0.694,0.086,0.711,0.182,condominium,brick,premium,yes,no,yes,no,no,2500
0a7d7883e5be7c5c7ce72a311208c204,krakow,blockOfFlats,27,Small,1,7,7,2023,50.0857158,19.8864573,5.02,10,0.35,0.401,0.457,0.058,0.115,1.545,0.521,condominium,,premium,no,yes,yes,no,no,2200
a227437e406dc2e4f57e1c0b264f21a9,krakow,apartmentBuilding,27,Small,1,7,7,2023,50.08477,19.88853,4.84,12,0.463,0.414,0.546,0.128,0.066,1.394,0.399,condominium,brick,,no,yes,yes,no,no,2200
3500b8feff53243f3f5a4b53495e5100,krakow,apartmentBuilding,27,Small,1,,,2023,50.0780981,19.9017184,3.65,12,0.492,0.92,0.153,0.338,0.131,0.762,0.059,condominium,brick,premium,yes,no,,no,no,2750
0745af393adc18576319cce594e57eb3,poznan,,27,Small,1,11,14,2023,52.40175907,16.86417312,4.89,12,0.154,0.52,0.516,0.531,0.306,2.428,0.423,condominium,brick,premium,no,yes,yes,no,no,2000
faeb6d44b7f801a4987e1bcc3c89ee37,poznan,,27,Small,1,12,14,2023,52.40175907,16.86417312,4.89,12,0.154,0.52,0.516,0.531,0.306,2.428,0.423,condominium,brick,premium,no,yes,yes,no,no,2000
6d716f58ef84ae9ec16373d3d4e0d858,wroclaw,,27,Small,1,2,5,2023,51.1294,17.046642,2.39,12,0.512,0.913,0.386,0.152,0.232,1.201,0.236,condominium,,,no,no,yes,no,no,2250
46386e7c1fee5fdc47cd5d278924d2b6,lodz,apartmentBuilding,27,Small,1,,4,2023,51.77748184,19.45991312,0.57,26,0.102,0.567,0.481,0.076,0.141,0.534,0.159,condominium,brick,premium,no,yes,yes,yes,yes,1400
ddc6a3ab92b7bdd10cec5482103ecf5e,warszawa,apartmentBuilding,27,Small,1,4,10,2023,52.1824,20.9937,5.52,18,0.474,0.335,0.914,0.296,0.073,1.274,0.153,condominium,brick,premium,yes,yes,yes,yes,no,2750
0264af0fca79b8afeffbad6770d54358,warszawa,apartmentBuilding,27,Small,2,3,9,2023,52.1844152,20.9976004,5.27,19,0.533,0.182,0.659,0.052,0.116,0.952,0.202,condominium,brick,,yes,yes,yes,no,no,3295
d0463938eda082df83859263a29433d3,krakow,blockOfFlats,27,Small,2,2,10,2022,50.078964,19.8928114,4.19,12,0.299,0.625,0.493,0.324,0.122,0.69,0.19,condominium,brick,premium,no,no,yes,no,no,3000
119bca46ea80a12907dfcceb366f7b82,krakow,apartmentBuilding,27,Small,1,,7,2022,50.0926876,19.9241497,4.28,13,0.318,0.713,0.282,0.135,0.098,1.095,0.264,condominium,brick,premium,no,no,yes,no,no,2300
ea6a4a4e0ce01580cbc82750921f696e,krakow,apartmentBuilding,27,Small,1,,5,2022,50.0966357,19.9437535,4.61,8,0.389,0.826,0.434,0.494,0.344,1.757,0.329,condominium,brick,premium,no,no,yes,no,no,2400
0ccc9547a26d7250ad9eb2c69b3e5586,poznan,apartmentBuilding,27,Small,1,1,6,2022,52.37837488,16.94613173,3.36,9,0.428,0.063,0.363,0.494,0.348,1.126,0.33,condominium,brick,premium,yes,yes,yes,yes,no,2400
4c1433e7eddeb879f82bf23f66019095,wroclaw,blockOfFlats,27,Small,1,3,6,2022,51.1002,17.0465,1.65,32,0.262,0.394,0.543,0.086,0.149,0.196,0.106,condominium,brick,,yes,yes,yes,no,no,2350
1af0e26fc32233083d6ead9ff6fc6404,wroclaw,blockOfFlats,27,Small,1,6,6,2021,51.1112,17.0112,1.3,26,0.097,0.618,0.225,0.328,0.299,0.09,0.32,condominium,,,no,no,yes,no,no,2300
66bc7ae0f583f3055dbffd6c1a0e63aa,wroclaw,,27,Small,1,3,6,2021,51.10587,17.01586,1.11,14,0.257,0.523,0.22,0.218,0.335,0.284,0.445,condominium,,,no,yes,no,no,no,2599
1e0266b6f4c2ec1afabaa47e949ac101,lodz,,27,Small,1,6,6,2021,51.74415,19.45533,4.15,8,0.221,1.378,0.512,0.519,0.227,0.5,0.53,condominium,brick,,yes,yes,yes,no,no,1800
b7b626b83ec431715da02694cb357988,lodz,apartmentBuilding,27,Small,1,2,4,2021,51.7783698,19.487689,2.29,13,0.195,1.194,0.574,0.366,0.263,0.525,0.169,condominium,brick,premium,no,no,yes,no,no,1500
bbd478be8a494886bd51d01a584df911,warszawa,apartmentBuilding,27,Small,1,1,6,2021,52.2612,21.04363,4.27,17,0.215,0.615,0.275,0.14,0.084,0.768,0.216,condominium,brick,,no,yes,yes,yes,no,2400
af6db36c2535601f2e107bc573fddd38,wroclaw,,27,Small,1,2,6,2020,51.12354476,16.98943377,3.16,28,0.299,0.307,0.133,0.054,0.043,0.701,0.063,condominium,,premium,no,no,yes,no,no,1950
5b5f06cd81c4eb7ce469e49967562437,wroclaw,apartmentBuilding,27,Small,1,3,5,2020,51.10615044,17.01510316,1.14,11,0.239,0.577,0.261,0.249,0.363,0.343,0.503,condominium,brick,premium,no,yes,yes,no,no,2700
9d9a9351e3be57e31f7b0cedae9d3326,warszawa,apartmentBuilding,27,Small,1,,7,2020,52.28143,20.92903,7.5,10,0.296,0.86,0.159,0.217,0.294,0.848,0.342,condominium,brick,,no,yes,yes,yes,no,4389
002696ef9a907f5a6b5bcd590c3e9bf2,krakow,apartmentBuilding,27,Small,1,1,5,2018,50.0707079,19.95195406,1.97,14,0.354,0.479,0.536,0.619,0.158,0.977,0.351,condominium,brick,premium,yes,yes,yes,no,no,2900
0b1b8e53ed99030600fbc62513d745b4,krakow,apartmentBuilding,27,Small,1,3,7,2018,50.0800598,19.92308778,2.96,18,0.326,0.827,0.22,0.063,0.215,0.623,0.229,condominium,brick,premium,yes,yes,yes,no,no,2050
f351e51a632aa77c122c7d5792d6a3e9,wroclaw,apartmentBuilding,27,Small,1,3,4,2017,51.06211,16.97458,6.64,7,0.346,2.178,0.169,0.431,0.233,3.615,0.303,condominium,brick,premium,no,no,yes,no,no,2000
a22744bab286cf121e3db6738c71a501,lodz,blockOfFlats,27,Small,1,1,3,2016,51.75988503,19.46554184,2.52,36,0.324,0.405,0.685,0.193,0.227,0.499,0.077,condominium,brick,,no,no,yes,no,no,1500
f9cd2370253a211a1168c124c52c25a6,katowice,blockOfFlats,27,Small,1,4,4,2016,50.2004633,18.9843627,7.01,0,2.743,2.92,3.518,2.797,2.81,,2.895,condominium,brick,premium,no,yes,yes,no,no,1600
c5dee4e3c5e3486a7c2a628b0b260017,warszawa,apartmentBuilding,27,Small,1,3,6,2016,52.229,21.1056,6.96,12,0.383,0.736,0.078,0.086,0.015,1.311,0.169,condominium,brick,,no,yes,yes,yes,no,2300
9516ee9ab773b697528586ce8e4457f3,krakow,blockOfFlats,27,Small,1,5,5,2010,50.08404291,19.96264068,3.63,12,0.291,0.175,0.09,0.198,0.044,2.156,0.093,condominium,brick,,no,yes,yes,no,no,1800
ef25bc40810ed29c760efafae84e98ee,krakow,apartmentBuilding,27,Small,1,1,13,2009,50.07108253,19.89924195,3.3,15,0.194,0.172,0.424,0.266,0.173,0.377,0.154,condominium,brick,premium,no,yes,yes,yes,no,2500
e2ae723eb4cb315a90c6443c895032d5,wroclaw,,27,Small,1,1,6,2009,51.10213,17.01211,1.56,19,0.27,0.889,0.344,0.163,0.045,0.647,0.309,condominium,,,no,yes,no,no,no,2150
e8e5e8bad5c80f56ca7647fbf97592db,warszawa,,27,Small,1,1,1,2000,52.192209,20.9081966,7.84,17,0.383,3,0.164,0.136,0.23,4.521,0.215,condominium,,,no,no,no,no,no,2500
5f0dc9034776bd2d5074bce9e9e13828,warszawa,,27,Small,1,1,1,2000,52.192209,20.9081966,7.84,17,0.383,3,0.164,0.136,0.23,4.521,0.215,condominium,,,no,no,no,no,no,2500
4402d1e207140d8b0cdcfb945acc8522,warszawa,,27,Small,1,,1,2000,52.192209,20.9081966,7.84,17,0.383,3,0.164,0.136,0.23,4.521,0.215,condominium,,,no,no,no,no,no,2500
252a300b9accd556953b67455a60247a,warszawa,blockOfFlats,27.09,Small,1,1,4,2014,52.19681,20.95227,5.22,10,0.634,1.344,0.498,0.213,0.103,2.232,0.461,condominium,,,no,yes,yes,no,no,2500
cffe903fab2ea1f42ba970e7e0430d15,szczecin,,27.14,Small,1,,3,2021,53.39357882,14.47970152,6.33,0,1.843,3.496,1.057,1.742,0.82,4.512,0.861,condominium,,,yes,no,no,no,no,2000
2b77e442feb86e5c10711782ba8991a3,poznan,blockOfFlats,27.28,Small,2,4,4,2024,52.408941,16.92325307,0.84,65,0.116,0.767,0.386,0.054,0.042,0.503,0.07,condominium,brick,premium,no,no,,no,no,2853
6c24a57a852b9a05a628cd8ffa2e81c4,krakow,blockOfFlats,27.29,Small,1,1,6,2020,50.0806392,19.9237046,3.01,15,0.391,0.829,0.28,0.095,0.175,0.549,0.287,condominium,brick,premium,yes,yes,yes,no,no,2729
b67e57e4c982329f560f6b80d65ddccc,warszawa,apartmentBuilding,27.32,Small,1,6,8,2022,52.18059,20.9478,6.84,8,0.67,2.86,0.447,0.28,0.16,4.001,0.047,condominium,brick,premium,no,no,yes,no,no,2400
696b3d8502a562c2629c03854c84de81,wroclaw,apartmentBuilding,27.36,Small,1,5,6,2017,51.13032154,17.04313803,2.37,9,0.686,1.144,0.643,0.086,0.099,1.211,0.029,condominium,brick,premium,yes,yes,yes,no,no,2128
4ec9a06da653fa40b1ed3f09e4d705e5,gdansk,,27.38,Small,1,1,5,2022,54.4064054,18.5816869,7.9,16,0.251,0.587,0.156,0.344,0.112,1.314,0.387,condominium,,,no,no,yes,yes,no,2850
49fbd6d66e7d37d773224f80d73b92c4,lodz,blockOfFlats,27.5,Small,1,3,6,2021,51.7442,19.4461,4.19,1,0.612,1.658,1.111,0.663,0.491,0.683,0.863,condominium,brick,,yes,yes,yes,no,no,1490
afb92d8d1066433bb5b3bc3bebcaef05,warszawa,blockOfFlats,27.5,Small,1,1,3,2019,52.25787,21.03624,3.66,40,0.177,0.516,0.396,0.283,0.078,0.233,0.26,condominium,brick,,no,no,yes,no,no,2500
2f495ea7c207b9fc8338184cf60a54d8,katowice,apartmentBuilding,27.55,Small,1,2,5,2024,50.2943117,19.0047906,4.03,4,0.694,1.206,0.492,0.598,0.194,1.613,0.513,condominium,brick,,no,yes,yes,no,no,2000
dc2e6e93000ddf17ab8c840cef876b0a,lodz,apartmentBuilding,27.66,Small,1,3,6,2022,51.75603099,19.45069345,2.85,13,0.151,0.639,0.274,0.581,0.455,0.836,0.486,condominium,brick,premium,no,no,yes,no,no,1600
8ed690ab21c58b4858d3e4cead984b60,wroclaw,blockOfFlats,27.89,Small,1,2,2,2022,51.0807421,17.0168926,3.45,14,0.265,0.729,0.765,0.26,0.402,0.486,0.07,condominium,,premium,yes,yes,yes,no,no,2400
17adcc8552dc58b02cf1a7cb57bf0981,wroclaw,blockOfFlats,27.89,Small,1,1,4,2021,51.1205498,17.0551953,2.08,22,0.081,0.243,0.559,0.092,0.302,1.144,0.238,condominium,,premium,yes,no,yes,no,no,2500
d51ff84f4b9e5dae59660d37a30c253f,poznan,,27.93,Small,1,1,1,2020,52.3716497,16.900369,4.69,14,0.093,0.717,0.248,0.507,0.092,0.698,0.104,condominium,brick,,no,no,no,no,no,1700
3bc9ca7a813679cd4916130101b9ee1c,wroclaw,blockOfFlats,28,Small,1,4,4,2023,51.07603,17.03419,3.87,11,0.681,0.355,0.527,0.248,0.458,1.166,0.124,condominium,,premium,no,no,yes,no,no,2350
491902eeb7b291c9d366754b45850da2,warszawa,blockOfFlats,28,Small,1,2,5,2023,52.32097,20.99834,9.93,3,1.483,1.899,1.756,0.206,1.379,3.188,0.574,condominium,,,no,yes,yes,no,no,2200
16db0c92a9b59bdaecc0c83eb172a0d8,warszawa,apartmentBuilding,28,Small,1,4,6,2023,52.18249,20.99298,5.52,17,0.519,0.304,0.9,0.329,0.091,1.292,0.195,condominium,brick,,no,no,yes,no,no,3100
3dbbfb013ee6a46d31f75112cf48cef8,warszawa,apartmentBuilding,28,Small,1,1,8,2023,52.18292,20.99309,5.47,15,0.543,0.264,0.852,0.298,0.062,1.248,0.18,condominium,brick,,no,yes,yes,yes,yes,3000
4ce9816c60460fdd6531470fd153dc3c,krakow,apartmentBuilding,28,Small,1,7,10,2022,50.0563433,19.9625829,1.73,15,0.355,0.244,0.444,0.338,0.112,0.587,0.307,condominium,brick,premium,no,yes,yes,no,no,2600
